Name,Substance,Amount,Sold As,Date Published,Date Tested,Location,Size
Templar Cross,Clonazepam,"1</li>
</ul>",MDMA,"Mar 20, 2016","Mar 20, 2016","Online, OH, USA",158 mg<br/>8.1 mm x 2.4 mm
4-phenyl-4-piperidinol,4-Hydroxy-4-phenylpiperidine,"1</li>
</ul>",4-phenyl-4-piperidinol,"Mar 20, 2016","Mar 20, 2016","Miami, FL",267 mg<br/>9.6 mm x 22.1 mm
3-FPM,3-Fluorophenmetrazine,"1</li>
</ul>",3-FPM,"Mar 20, 2016","Mar 20, 2016","Online, TX, USA",200 mg
Pink Heart,MDMA,"1</li>
</ul>",Ecstasy,"Mar 20, 2016","Mar 20, 2016","Buffalo, NY",192 mg<br/>14.0 mm x 5.1 mm
Dream Baby MDMA capsule,MDMA,"1</li>
</ul>",MDMA,"Mar 20, 2016","Mar 20, 2016","Los Angeles, CA",192 mg<br/>5.2 mm x 14.0 mm
Diazepam,Diazepam,"1</li>
</ul>",Diazepam,"Mar 20, 2016","Mar 20, 2016","Online, Unknown",200 mg<br/>8.1 mm x 3.1 mm
Bentley,MDMA,187.6,NA,"Mar 18, 2016","Mar 18, 2016","Zurich, Switzerland",382.7 mg<br/>10.1 mm x 6.8 mm
Cherry,MDMA,185.7,NA,"Mar 18, 2016","Mar 18, 2016","Zurich, Switzerland",471.2 mg<br/>12.0 mm x 9.3 mm
Frauenbüste,MDMA,165.7,NA,"Mar 18, 2016","Mar 18, 2016","Zurich, Switzerland",379.1 mg<br/>12.2 mm x 6.8 mm
4-HO-MET,5-MeO-MIPT,"1</li>
</ul>",4-HO-MET,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",-
Chupa Chups,MDMA,205.7,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",407.9 mg<br/>9.7 mm x 4.7 mm
Dutch Lion,MDMA,243.3,NA,"Mar 12, 2016","Mar 11, 2016","Bern, Switzerland",403.5 mg<br/>8.1 mm x 10.5 mm
Bär (Berlin),MDMA,126.1,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",386.1 mg<br/>10.0 mm x 4.4 mm
Nespresso,MDMA,147.1,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",495.8 mg<br/>10.2 mm x 10.2 mm
No Name,MDMA,177.5,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",229.1 mg<br/>7.1 mm x 4.8 mm
Om,MDMA,144.2,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",245.2 mg<br/>8.5 mm x 3.9 mm
Spongebob,MDMA,125.7,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",296.5 mg<br/>10.1 mm x 8.6 mm
Shell,MDMA,143.5,NA,"Mar 12, 2016","Mar 11, 2016","Zurich, Switzerland",274.1 mg<br/>10.0 mm x 11.0 mm
Peace,MDMA,205.6,NA,"Mar 11, 2016","Mar 11, 2016","Zurich, Switzerland",435.1 mg<br/>9.1 mm x 9.4 mm
Dom Pérignon,MDMA,191.6,NA,"Mar 11, 2016","Mar 11, 2016","Bern, Switzerland",404.7 mg<br/>10.3 mm x 10.1 mm
Ecstasy,Phentermine,"1</li>
</ul>",Ecstasy,"Mar 09, 2016","Mar 09, 2016","Cabo San Lucas, Mexico",176 mg<br/>7.0 mm x 4.3 mm
Canadian Brown Sugar,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Online, Unknown",140 mg<br/>15.7 mm x 5.6 mm
Molly / MDMA,N-Ethylpentylone,"1</li>
</ul>",Molly / MDMA,"Mar 09, 2016","Mar 09, 2016","New York, NY",800 mg
WATSON 853,Tramadol,"1</li>
</ul>",Hydrocodone/APAP [Vicodin 10/325],"Mar 09, 2016","Feb 23, 2016","San Diego, CA",440 mg<br/>14.2 mm x 6.5 mm
K 25,Palmitic Acid,"3</li>
",Phentermine,"Mar 09, 2016","Mar 09, 2016","Oak Hills, CA",530 mg<br/>13.9 mm x 7.8 mm
Unknown,Palmitic Acid,"15</li>
",NA,"Mar 09, 2016","Mar 09, 2016","Tuscon, AZ",149 mg<br/>18.7 mm x 6.6 mm
Xanax,Alprazolam,"1</li>
</ul>",Alprazolam,"Mar 09, 2016","Mar 09, 2016",Unknown,526 mg<br/>23.1 mm x 8.0 mm
Xanax,Alprazolam,"1</li>
</ul>",Alprazolam,"Mar 09, 2016","Mar 09, 2016",Unknown,561 mg<br/>22.3 mm x 8.1 mm
Xanax,Alprazolam,"1</li>
</ul>",Alprazolam,"Mar 09, 2016","Mar 09, 2016","Online, Unknown",560 mg<br/>23.2 mm x 8.1 mm
Ecstasy,Ethylone,"1</li>
</ul>",MDMA and/or Ecstasy,"Mar 09, 2016","Mar 09, 2016","Philadelphia, PA",73 mg<br/>15.2 mm x 7.1 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Portland, OR",260 mg<br/>22.9 mm x 7.9 mm
Molly,MDMA,"6</li>
",MDMA powder,"Mar 09, 2016","Mar 09, 2016","Westwood, CA",200 mg
Molly crystals,MDMA,"1</li>
</ul>",MDMA crystals,"Mar 09, 2016","Mar 09, 2016","Westwood, CA",100 mg
25D-NBOMe HCI,25I-NBOMe,"12</li>
",25D-NBOMe HCI,"Mar 09, 2016","Mar 09, 2016","Atlanta, GA",60 mg<br/>6.2 mm x 6.5 mm
Unknown Tablet,Amphetamine,"1</li>
</ul>",Not Specified,"Mar 09, 2016","Mar 09, 2016","San Diego, CA",108 mg<br/>8.2 mm x 4.0 mm
Unknown Tablet,Dioctyl phthalate,"5</li>
",Not Specified,"Mar 09, 2016","Mar 09, 2016","San Diego, CA",134 mg<br/>6.5 mm x 4.0 mm
Pineapples,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Online, Unknown",409 mg<br/>10.0 mm x 9.9 mm
Blue Tablet,MDMA,"8</li>
",MDMA,"Mar 09, 2016","Mar 09, 2016",CT,348 mg<br/>10.2 mm x 4.5 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Los Angeles, CA",800 mg
Green Grenade,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Charlotte, NC",250 mg<br/>9.1 mm x 7.6 mm
Ethylone,4-CMC,"1</li>
</ul>",Ethylone,"Mar 09, 2016","Mar 09, 2016","Charlotte, NC",295 mg<br/>8.4 mm x 8.7 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Online, NC",150 mg<br/>22.9 mm x 7.7 mm
Yellow Warner Brothers,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Online, FL",190 mg<br/>10.1 mm x 5.6 mm
Pink UPS,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Online, FL",201 mg<br/>11.0 mm x 4.8 mm
Molly,MDMA,"1</li>
</ul>",MDMA,"Mar 09, 2016","Mar 09, 2016","Bay Area, CA",100 mg
Apple Logo,2C-B,20,NA,"Mar 08, 2016","Feb 01, 2016","Vienna, Austria",9.1&amp;nbspmm x 4.3&amp;nbspmm
Note,MDMA,136,NA,"Mar 08, 2016","Feb 01, 2016","Vienna, Austria",9.1&amp;nbspmm x 6.0&amp;nbspmm
Windmühle,MDMA,125,NA,"Mar 08, 2016","Feb 01, 2016","Vienna, Austria",-
Legomännchen,MDMA,120,NA,"Mar 08, 2016","Feb 01, 2016","Vienna, Austria",12.3&amp;nbspmm x 5.3&amp;nbspmm
Erdbeere,MDMA,133,NA,"Mar 08, 2016","Feb 01, 2016","Vienna, Austria",9.9&amp;nbspmm x 5.1&amp;nbspmm
No Name,MDMA,147,NA,"Mar 08, 2016","Jan 01, 2016","Zurich, Switzerland",301.7 mg<br/>8.6 mm x 4.2 mm
WhatsApp,MDMA,122.2,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",275.9 mg<br/>9.4 mm x 11.0 mm
Spongebob,MDMA,149.9,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",332.7 mg<br/>10.2 mm x 8.7 mm
PIN,MDMA,142.6,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",383.2 mg<br/>10.2 mm x 8.1 mm
Maya-Kopf,MDMA,159.8,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",356.2 mg<br/>12.2 mm x 10.4 mm
Li-ion,MDMA,177.2,NA,"Mar 08, 2016","Feb 01, 2016","Bern, Switzerland",306.5 mg<br/>8.1 mm x 5.1 mm
Lego,MDMA,126.4,NA,"Mar 08, 2016","Feb 01, 2016","Bern, Switzerland",359.7 mg<br/>11.3 mm x 8.1 mm
Kürbis,MDMA,187.1,NA,"Mar 08, 2016","Feb 01, 2016","Bern, Switzerland",404.4 mg<br/>8.2 mm x 10.1 mm
Kein Logo,MDMA,167.8,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",285.5 mg<br/>8.6 mm x 3.8 mm
Audi,MDMA,145.2,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",413.3 mg<br/>10.0 mm x 6.9 mm
Warner Bros,MDMA,201.9,NA,"Mar 08, 2016","Feb 01, 2016","Bern, Switzerland",380.2 mg<br/>10.0 mm x 10.1 mm
Maya-Kopf,MDMA,154.5,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",347.5 mg<br/>12.2 mm x 10.5 mm
Spongebob,MDMA,138.5,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",319.6 mg<br/>10.1 mm x 8.6 mm
Spongebob,MDMA,135.8,NA,"Mar 08, 2016","Feb 01, 2016","Zurich, Switzerland",323.9 mg<br/>10.1 mm x 8.6 mm
MDMA,4-CMC,"1</li>
</ul>",NA,"Mar 08, 2016","Jan 01, 2016","Zurich, Switzerland",-
Vicodin,Acetaminophen,"30</li>
",Hydrocodone,"Feb 28, 2016","Feb 26, 2016","Atlanta, GA",650 mg<br/>17.3 mm x 8.4 mm
Swiss Bliss,LSD,"1</li>
</ul>",LSD,"Feb 28, 2016","Feb 26, 2016","Ojai, CA, USA",26 mg<br/>10.1 mm x 10.0 mm
NEB,AB-CHMINACA,"1</li>
</ul>",N-Ethylbuphedrone,"Feb 28, 2016","Feb 26, 2016","Stockholm, Sweden",600 mg
U-47700,U-47700,"1</li>
</ul>",U-47700,"Feb 28, 2016","Feb 26, 2016","Baltimore, MD",50 mg
Mephedrone,4-Methylmethcathinone,"1</li>
</ul>",Mephedrone,"Feb 28, 2016","Feb 26, 2016","Online, TN",175 mg<br/>21.4 mm x 7.4 mm
MDMA 84% Pure Fire,MDMA,"1</li>
</ul>",MDMA,"Feb 28, 2016","Feb 26, 2016","Online, TN",190 mg<br/>21.3 mm x 7.4 mm
Amphetamine,Caffeine,"5</li>
",Amphetamine Sulfate,"Feb 28, 2016","Feb 26, 2016","London, United Kingdom",154 mg<br/>22.1 mm x 7.3 mm
MethoxMETamine,Methoxetamine,"1</li>
</ul>",MethoxMETamine,"Feb 28, 2016","Feb 26, 2016","Online, NH",100 mg
Sildenafil,Sildenafil,"1</li>
</ul>",Sildenafil,"Feb 16, 2016","Feb 16, 2016",India,323 mg<br/>11.4 mm x 8.3 mm
Proscaline,Proscaline,"1</li>
</ul>",Proscaline,"Feb 16, 2016","Feb 16, 2016","Washington, Washington D.C.",400 mg
Meditech Anavar,Oxandrolone,"1</li>
</ul>",Anavar,"Feb 16, 2016","Feb 16, 2016","Chester, PA",98 mg<br/>6.2 mm x 2.5 mm
Meditech Dianabol,Methandrostenolone,"1</li>
</ul>",Dianabol,"Feb 16, 2016","Feb 16, 2016","Chester, PA",133 mg<br/>6.2 mm x 3.2 mm
Orange Tesla,MDMA,"1</li>
</ul>",MDMA,"Feb 16, 2016","Feb 16, 2016","Online, Unknown",389 mg<br/>11.2 mm x 10.8 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Feb 16, 2016","Feb 16, 2016","San Diego, CA",132 mg<br/>15.7 mm x 5.4 mm
Ketamine,Ketamine,"1</li>
</ul>",Ketamine,"Feb 16, 2016","Feb 16, 2016","New York, NY",200 mg
MDMA,MDA,"1</li>
</ul>",MDMA,"Feb 16, 2016","Feb 16, 2016","Oakland, CA",85 mg<br/>14.1 mm x 5.4 mm
Unknown Capsule,MDMA,"1</li>
</ul>",NA,"Feb 02, 2016","Feb 02, 2016","Warren, OH",165 mg<br/>15.8 mm x 5.8 mm
Unknown substance,Ethylone,"13</li>
",NA,"Feb 02, 2016","Feb 02, 2016","Warren, OH",150 mg<br/>15.4 mm x 6.4 mm
Unknown substance,5-MeO-DALT,"1</li>
</ul>",NA,"Feb 02, 2016","Feb 02, 2016","Warren, OH",50 mg
Capsule,MDMA,"1</li>
</ul>",NA,"Feb 02, 2016","Feb 02, 2016","Warren, OH",-
Unknown Capsule,MDMA,"1</li>
</ul>",NA,"Feb 02, 2016","Feb 02, 2016","Warren, OH",180 mg<br/>15.9 mm x 5.5 mm
Dark Tablet,5-MeO-DALT,"1</li>
",NA,"Feb 02, 2016","Feb 02, 2016","Warren, OH",312 mg<br/>8.1 mm x 4.8 mm
Ketamine,Ketamine,"1</li>
</ul>",Ketamine,"Feb 02, 2016","Feb 02, 2016","Westminister, CO",200 mg<br/>33.1 mm x 21.0 mm
Gold Bar,MDMA,"10</li>
",NA,"Feb 02, 2016","Feb 02, 2016","Chicago, IL",250 mg<br/>8.2 mm x 5.0 mm
Capsule,Alprazolam,"1</li>
</ul>",NA,"Feb 01, 2016","Feb 01, 2016","Oakland, CA",193 mg<br/>21.3 mm x 7.6 mm
Capsule,Alprazolam,"1</li>
</ul>",NA,"Feb 01, 2016","Feb 01, 2016","Oakland, CA",144 mg<br/>23.2 mm x 7.4 mm
Ferrari Shield,MDMA,"3</li>
",MDMA,"Feb 01, 2016","Feb 01, 2016","Stockholm, Sweden",334 mg<br/>11.1 mm x 9.1 mm
Vicodin,Acetaminophen,"1</li>
</ul>","325mg Acetaminophen, 10mg Hydrocodone","Feb 01, 2016","Feb 01, 2016",MI,630 mg<br/>17.3 mm x 8.6 mm
Molly Capsule,bk-DMBDB,"1</li>
</ul>",MDMA,"Feb 01, 2016","Feb 01, 2016","Houston, TX",362 mg<br/>22.8 mm x 8.4 mm
Fentanyl,Fentanyl,"1</li>
</ul>",Fentanyl,"Feb 01, 2016","Feb 01, 2016","Houston, TX",184 mg<br/>22.9 mm x 8.6 mm
4F-MPH,Unidentified,"9</li>
",4F-MPH,"Feb 01, 2016","Feb 01, 2016","San Antonio, TX",700 mg
Peru,Caffeine,"1.3</li>
",Cocaine,"Jan 30, 2016","Jan 30, 2016","Miami, FL",263 mg<br/>21.4 mm x 7.3 mm
Chiva/China,Heroin,"18</li>
",Heroin  #4,"Jan 30, 2016","Jan 30, 2016","Phoenix, AZ",800 mg
Molly,MDMA,"1</li>
</ul>",Molly,"Jan 30, 2016","Jan 30, 2016","Denver, CO",227 mg<br/>14.3 mm x 5.2 mm
Molly,MDMA,"3</li>
",Molly,"Jan 30, 2016","Jan 30, 2016","Denver, CO",216 mg<br/>13.5 mm x 5.2 mm
